HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",ND,14,14,3187.00,2195.00,2774.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",NE,67,66,2308.00,2664.00,2781.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",NH,45,44,2056.00,2773.00,2741.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",NJ,104,104,3483.00,2947.00,2724.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",NM,39,39,2442.00,2634.00,2776.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",NV,60,60,3100.00,2983.00,2774.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",NY,122,122,2477.00,2839.00,2735.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",OH,317,317,2319.00,2529.00,2761.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",OK,84,84,2977.00,2439.00,2820.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",OR,66,66,3320.00,2943.00,2775.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",PA,328,328,2810.00,2550.00,2735.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",PR,48,47,1834.00,1458.00,2686.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",RI,42,42,2237.00,2832.00,2726.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",SC,71,71,2386.00,2419.00,2715.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",SD,13,13,2487.00,2505.00,2783.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",TN,55,55,2392.00,2337.00,2744.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",TX,372,369,2697.00,2545.00,2748.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",UT,77,76,2441.00,2516.00,2686.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",VA,252,252,2280.00,2615.00,2763.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",VT,25,25,2738.00,2834.00,2805.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",WA,117,117,3158.00,2958.00,2768.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",WI,84,84,2773.00,2696.00,2763.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",WV,57,57,2171.00,2258.00,2751.00
1AFN,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4",WY,15,15,2516.00,2647.00,2777.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",AK,17,17,4225.00,3721.00,3169.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",AL,182,180,2865.00,2495.00,3101.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",AR,155,153,3167.00,2570.00,3092.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",AZ,244,243,3135.00,3085.00,3091.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",CA,1138,1128,3412.00,3900.00,3098.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",CO,311,311,2671.00,3040.00,3112.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",CT,368,363,2716.00,3548.00,3111.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",DC,39,39,3024.00,3133.00,3061.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",DE,40,39,4200.00,3056.00,3063.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",FL,1336,1321,2710.00,2823.00,3084.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",GA,291,287,2634.00,2782.00,3096.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",HI,21,21,3552.00,3411.00,3128.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",IA,211,210,3106.00,2832.00,3119.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",ID,120,119,3025.00,2755.00,3109.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",IL,1139,1121,3346.00,3053.00,3106.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",IN,643,637,3075.00,2933.00,3102.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",KS,195,193,2733.00,2726.00,3049.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",KY,375,367,2657.00,2687.00,3093.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",LA,163,162,3059.00,2617.00,3123.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",MA,403,400,2895.00,3333.00,3096.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",MD,379,379,2863.00,3024.00,3092.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",ME,71,69,2979.00,2908.00,3117.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",MI,1159,1119,2880.00,2906.00,3101.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",MN,326,324,3151.00,3215.00,3101.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",MO,367,365,2954.00,2738.00,3085.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",MS,164,162,3045.00,2582.00,3115.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",MT,91,91,2742.00,2908.00,3116.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",NC,601,600,2601.00,2745.00,3089.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",ND,19,19,3349.00,2437.00,3029.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",NE,165,164,2826.00,2941.00,3099.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",NH,94,94,2750.00,3184.00,3126.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",NJ,182,180,3691.00,3370.00,3099.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",NM,125,123,2864.00,2903.00,3074.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",NV,132,132,3441.00,3365.00,3100.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",NY,320,317,2939.00,3269.00,3118.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",OH,983,977,2801.00,2837.00,3099.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",OK,226,225,3158.00,2671.00,3118.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",OR,138,136,3976.00,3263.00,3105.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",PA,750,745,3274.00,2871.00,3073.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",PR,143,139,2376.00,1636.00,3053.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",RI,117,115,2575.00,3181.00,3091.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",SC,202,201,3035.00,2750.00,3077.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",SD,56,55,3162.00,2737.00,3128.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",TN,156,155,2886.00,2637.00,3103.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",TX,1215,1181,3040.00,2871.00,3103.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",UT,193,192,2781.00,2929.00,3125.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",VA,661,658,2689.00,2942.00,3098.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",VT,44,44,2941.00,3021.00,3085.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",WA,267,266,3738.00,3349.00,3111.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",WI,200,199,3321.00,3077.00,3127.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",WV,184,182,2456.00,2561.00,3104.00
1AFP,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5",WY,35,34,2678.00,2922.00,3053.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",AK,104,100,2139.00,2632.00,2221.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",AL,4241,3978,1570.00,1744.00,2163.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",AR,2138,2007,1882.00,1820.00,2179.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",AZ,2650,2572,1605.00,2115.00,2130.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",CA,19430,18553,1961.00,2704.00,2156.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",CO,1733,1692,1511.00,2112.00,2137.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",CT,4080,3895,1529.00,2422.00,2137.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",DC,232,228,1912.00,2207.00,2151.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",DE,953,934,1614.00,2180.00,2149.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",FL,18484,17797,1452.00,1956.00,2132.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",GA,5015,4773,1537.00,1916.00,2147.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",HI,105,104,1697.00,2466.00,2172.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",IA,1845,1786,1517.00,1958.00,2163.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",ID,626,611,1855.00,1921.00,2164.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",IL,11547,10309,1686.00,2149.00,2159.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",IN,2657,2569,1658.00,2019.00,2162.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",KS,1297,1243,1470.00,1923.00,2160.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",KY,2917,2787,1558.00,1877.00,2159.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",LA,3153,2862,1691.00,1822.00,2175.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",MA,8284,7901,1729.00,2360.00,2143.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",MD,3687,3627,1620.00,2090.00,2149.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",ME,1148,1117,1547.00,2005.00,2161.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",MI,7771,7453,1647.00,2002.00,2139.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",MN,2512,2445,1801.00,2254.00,2157.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",MO,3085,2999,1554.00,1921.00,2152.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",MS,3311,2929,1684.00,1806.00,2176.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",MT,283,276,1553.00,2057.00,2195.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",NC,4629,4500,1403.00,1904.00,2141.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",ND,220,219,1990.00,1692.00,2151.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",NE,877,858,1676.00,2033.00,2152.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",NH,1783,1706,1596.00,2200.00,2162.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",NJ,8211,7993,1926.00,2322.00,2148.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",NM,876,834,1638.00,2038.00,2157.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",NV,1978,1821,1705.00,2329.00,2146.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",NY,13839,13346,2031.00,2450.00,2150.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",OH,5861,5515,1717.00,1988.00,2165.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",OK,2473,2266,1689.00,1862.00,2173.00
1AGK,"Early Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1",OR,1138,1104,2169.00,2282.00,2168.00
