Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
17135,COMMUNITY HOME CARE,1526 GILMER AVENUE,TALLASSEE,AL,36078,277,186,14.1,7.3,1.8,0.0,0.1,4.8,0.0,475794,528310,653884,0.0,40,10924,79,56,130,135,51,142,44,0,0,0,0,1.97,18,29,8,13,58,46,42,22,41,67,,53,19,57,6,24
17136,RELIABLE HOME HEALTH,435 MEETING AVENUE,GEORGIANA,AL,36033,397,147,16.7,7.6,2.6,0.0,0.0,6.3,0.1,1011583,718514,908750,0.0,38,9947,75,61,86,75,72,82,62,0,,0,,1.96,16,41,7,12,41,37,35,22,53,48,,56,4,63,5,16
17138,L V STABLER MEMORIAL HOME HEALTH,"104 CAMELLIA AVENUE, SUITE B",GREENVILLE,AL,36037,539,228,16.1,8.1,4.0,0.8,0.3,3.0,0.0,1341155,1129288,1426552,0.1,37,9892,77,84,144,136,92,153,71,0,,,,1.92,20,32,14,14,47,39,36,30,51,58,,51,13,68,7,11
17139,ASSOCIATES HOME HEALTH SERVICES,102 WEST CONECUH AVE,UNION SPRINGS,AL,36089,82,39,22.8,9.0,1.2,0.0,0.0,12.6,0.0,225916,149313,189118,0.0,,,80,15,24,15,24,,31,0,0,0,,1.97,10,46,13,5,54,49,28,5,59,54,,56,13,67,10,10
17140,THE HOSPITAL HOME HEALTH,54 ROY BEALL DRIVE,LUVERNE,AL,36049,178,115,15.6,6.7,4.8,0.0,0.0,4.1,0.0,268603,383401,485581,0.0,22,5407,79,32,83,73,42,102,13,0,0,0,0,1.55,22,37,5,10,48,25,28,25,39,43,,51,7,61,13,14
17142,"ATMORE COMMUNITY HOME CARE, LLC","121 LINDBERG AVENUE, SUITE C",ATMORE,AL,36502,740,288,16.7,10.3,2.2,0.0,0.1,3.9,0.2,1606358,1404653,1767853,0.6,39,9691,76,111,177,188,100,181,89,0,,17,,1.88,18,28,13,16,48,36,37,27,51,49,,60,9,61,6,8
17143,D W MCMILLAN HOME HEALTH,114 W JACKSON STREET,BREWTON,AL,36426,999,370,14.6,8.5,4.8,0.7,0.0,0.5,0.0,2924928,2286371,2899270,0.0,78,20272,76,125,245,238,132,251,114,0,,,0,1.77,19,31,12,11,40,28,32,24,46,50,,57,13,68,9,8
17145,ST VINCENTS HOME HEALTH OF ST CLAIR COUNTY,"2401 STEMLEY BRIDGE ROAD, SUITE 7",PELL CITY,AL,35128,674,439,17.1,8.8,4.7,1.7,0.1,1.6,0.3,1634246,1756071,2074408,0.0,41,14076,75,178,261,362,77,411,26,0,,0,,1.95,22,27,17,13,47,40,37,40,47,65,,59,12,58,10,10
17146,NORTHWEST HOME HEALTH,"711 HOSPITAL DRIVE NE, PO BOX 1147",RUSSELLVILLE,AL,35653,241,158,18.2,6.7,5.5,0.0,0.0,6.0,0.0,860190,544711,698714,0.0,,,75,53,105,85,73,149,,0,,0,0,2.01,22,24,7,10,50,44,48,37,51,67,,56,5,70,11,11
17147,SOUTHERN HOME HEALTH SERVICES,"30 SAMFORD AVENUE, UNIT 36-D",OPELIKA,AL,36801,314,151,19.3,8.8,3.7,1.5,0.3,5.1,0.0,830404,705325,884353,0.5,15,4434,76,52,99,110,41,99,49,,0,0,,1.86,14,29,8,13,40,41,28,19,45,54,,60,11,51,5,13
17148,THOMAS HOME HEALTH,"7530 PARKER ROAD, SUITE 200",FAIRHOPE,AL,36532,1105,552,16.1,7.9,5.5,1.9,0.3,0.5,0.0,3635148,2735466,3457674,0.1,103,29371,78,218,334,474,78,509,32,,,,,1.94,27,30,16,12,42,40,30,35,44,58,,61,13,58,7,11
17149,ST VINCENT'S HOME HEALTH OF JEFFERSON COUNTY,"1400 URBAN CENTER DRIVE, SUITE 240",HOOVER,AL,35242,1811,1125,16.9,8.3,5.0,1.9,0.2,1.3,0.3,4372181,4901000,5703515,0.1,106,34300,77,432,693,987,138,872,242,,,0,,1.90,22,35,13,14,41,45,28,40,42,62,,51,15,55,9,13
17151,GENTIVA HEALTH SERVICES,1328 GREENBRIER-DEAR ROAD,ANNISTON,AL,36207,862,519,18.7,8.5,7.3,0.0,0.4,2.3,0.2,2823679,2219189,2809445,0.2,82,20354,75,183,336,382,137,446,67,,,0,,2.12,20,33,11,12,51,45,37,27,45,64,,62,12,68,6,13
17152,GENTIVA HEALTH SERVICES,1025 FORT WILLIAMS,SYLACAUGA,AL,35150,402,234,23.0,8.8,8.2,0.9,0.1,4.9,0.0,1540762,1151163,1427960,1.0,43,10308,73,98,136,169,65,189,44,0,0,,,2.09,15,27,9,12,43,42,31,25,43,50,,50,8,54,9,13
17153,COMFORT CARE HOME HEALTH,1249 5TH STREET SOUTHWEST,ALABASTER,AL,35007,2345,1277,14.8,9.2,3.3,1.0,0.4,0.8,0.1,5427524,5876644,6770334,0.0,256,76583,76,492,785,1021,256,934,330,,,0,,2.13,19,37,13,14,45,48,31,46,44,58,,54,15,54,12,13
17154,AMEDISYS HOME HEALTH,"4735 NORREL DRIVE, SUITE 125",TRUSSVILLE,AL,35173,452,319,17.4,6.4,5.3,3.2,1.0,1.2,0.2,1346462,1292806,1494432,0.2,61,20885,76,119,200,272,47,278,38,0,,0,,1.79,19,35,13,11,37,39,26,35,39,61,,51,14,58,9,12
17155,ALACARE HOME HEALTH  & HOSPICE (MOBILE),"1201 MONTLIMAR DRIVE, SUITE 700",MOBILE,AL,36609,387,259,16.2,8.3,3.6,1.9,0.3,1.8,0.3,947655,887375,1130116,0.0,36,9392,75,99,160,198,61,179,78,0,,0,,1.87,24,34,11,14,46,42,34,33,42,55,,58,9,53,8,14
17156,BAPTIST CITIZENS HOME HEALTH CARE,604 STONE AVENUE,TALLADEGA,AL,35160,317,206,20.2,9.9,5.9,0.1,0.0,3.8,0.2,807491,749564,959883,0.5,14,4325,75,65,141,128,78,140,65,0,0,,,2.00,21,31,23,12,43,40,34,29,50,56,,57,9,50,7,18
17157,AMEDISYS HOME HEALTH OF OPELIKA,"3320 SKYWAY DRIVE, SUITE 804",OPELIKA,AL,36801,539,376,17.3,7.3,3.2,2.5,0.8,2.2,1.2,1513787,1339708,1621849,0.1,41,11238,76,128,248,261,115,236,136,,,0,,2.01,18,35,7,13,41,43,28,29,48,54,,55,13,50,11,15
17158,AMEDISYS HOME HEALTH OF FORT PAYNE,501 GREENHILL BLVD SUITE 150,FORT PAYNE,AL,35967,880,489,18.6,9.4,5.7,2.0,0.6,0.7,0.1,2754055,2323368,2952616,0.3,48,13306,75,159,330,334,155,472,,,,0,,1.92,17,33,12,12,47,34,37,35,42,58,,54,10,62,11,12
17159,AMEDISYS HOME HEALTH OF OZARK,"123 S PAINTER AVENUE, SUITE C",OZARK,AL,36360,370,240,15.8,7.6,4.3,1.6,0.5,1.8,0.0,939039,878529,1126540,0.0,54,14531,75,78,162,163,77,184,55,0,,0,,1.96,22,30,13,10,46,44,36,34,53,65,,55,24,65,10,15
17160,CARESOUTH HOMECARE PROFESSIONALS,"2002 35TH STREET, SUITE D",VALLEY,AL,36854,358,256,15.4,5.1,7.1,2.7,0.2,0.3,0.1,975489,1010596,1269983,0.0,24,6720,77,87,169,201,55,200,53,0,,0,,1.85,16,37,12,11,40,38,32,24,45,59,,53,13,63,5,14
17161,GENTIVA HEALTH SERVICES,"185 CHATEAU DRIVE, SW, SUITE 102",HUNTSVILLE,AL,35801,1179,695,19.6,7.3,7.2,1.6,0.5,2.9,0.1,3979761,3535115,4017167,0.4,119,34483,79,232,463,570,125,570,110,,,0,,2.05,18,40,12,14,36,44,29,32,41,54,,44,16,61,7,15
17163,AMEDISYS HOME HEALTH OF MONROEVILLE,15 MAYFIELD STREET,MONROEVILLE,AL,36460,384,213,15.7,7.8,4.5,0.0,0.9,2.4,0.1,949614,904789,1148051,0.0,41,11064,74,86,127,134,79,115,96,0,0,,,1.86,15,33,4,13,40,33,36,17,61,54,,53,7,75,7,19
17164,GENTIVA HEALTH SERVICES,2740 HEADLAND AVE,DOTHAN,AL,36303,1188,767,19.1,8.6,6.7,1.8,0.3,1.7,0.0,4047823,3181533,4072615,0.2,95,25446,76,271,496,527,240,601,162,0,,0,,1.85,19,35,14,17,37,42,29,31,44,63,,54,22,62,7,14
17165,AMEDISYS HOME HEALTH OF FLORENCE,"412 S COURT STREET, SUITE 403",FLORENCE,AL,35630,1527,722,17.1,7.4,5.3,2.0,0.4,1.6,0.4,4304808,3920753,4873636,0.1,136,37546,77,227,495,498,224,638,78,,,,,1.97,19,40,8,9,42,37,34,38,43,63,,55,15,64,11,12
17166,GENTIVA HEALTH SERVICES,118 6TH STREET SOUTH,CLANTON,AL,35045,365,243,20.2,6.6,7.1,2.1,0.6,3.6,0.3,1267646,1121562,1296420,0.1,48,14663,76,85,158,209,34,217,23,0,,0,,1.80,17,29,11,15,40,44,30,30,43,62,,56,12,62,7,16
17167,GENTIVA HEALTH SERVICES,3319 DR JOHN HAYNES DRIVE SUITE 4,PELL CITY,AL,35125,213,157,21.6,6.7,9.0,3.1,0.1,2.5,0.1,811914,700332,821666,0.5,16,4136,75,49,108,131,26,136,21,0,0,0,0,1.98,22,31,15,11,45,41,29,25,41,55,,53,12,47,9,11
17168,GENTIVA HEALTH SERVICES,824 WESTERN AMERICA DRIVE,MOBILE,AL,36609,1077,742,18.1,7.9,6.0,1.9,0.2,1.9,0.2,3458790,2741753,3513759,0.1,84,24689,77,265,477,599,143,548,182,,,,,1.92,19,37,8,12,40,38,27,24,44,62,,52,14,53,5,16
17169,CV HOME HEALTH SERVICES,17035 HWY 11 NORTH,VANCE,AL,35490,82,35,18.9,11.2,2.6,0.3,0.3,4.4,0.0,168069,194738,221028,3.2,12,3361,71,15,20,24,11,16,19,0,0,0,0,3.14,17,34,6,11,37,57,31,34,63,51,,54,3,26,3,9
17170,GENTIVA HEALTH SERVICES,1458 JONES DAIRY ROAD SUITE 100,JASPER,AL,35501,766,476,18.5,6.4,7.4,2.3,0.3,2.2,0.0,2498607,2334670,2726515,0.2,98,29450,76,182,294,349,127,440,30,,,,,2.14,20,28,10,12,50,49,37,31,47,63,,62,18,58,9,10
17171,GENTIVA HEALTH SERVICES,1217 CULLMAN SHOPPING CENTER NW,CULLMAN,AL,35055,514,296,16.7,6.8,6.5,1.7,0.6,1.1,0.0,1569792,1359659,1706275,0.0,49,13517,79,90,206,215,81,296,0,0,0,0,0,2.08,22,35,10,12,57,44,32,32,40,60,,56,17,57,10,15
17172,"WOODLAND HOME HEALTH SERVICES CRMC, LLC",2035 ALABAMA HIGHWAY 157,CULLMAN,AL,35058,328,193,17.6,9.5,3.9,1.7,0.4,2.0,0.1,874200,767498,966363,0.1,31,7959,73,84,109,142,51,181,,,,0,0,2.27,18,34,10,14,53,47,37,39,51,64,,55,13,56,11,19
17174,ULTRA CARE OF ETOWAH COUNTY,"100 MEDICAL CENTER DRIVE, SUITE 306",GADSDEN,AL,35903,59,41,18.5,9.0,4.8,2.8,0.3,1.5,0.1,167661,156895,194094,0.0,,,76,18,23,,,37,,0,0,0,,1.81,17,51,22,7,34,49,34,46,51,59,,66,5,61,20,10
17175,BROOKWOOD HOME HEALTH LLC,525 BROOKWOOD BLVD,HOMEWOOD,AL,35209,57,43,15.7,7.2,6.2,0.9,0.1,1.1,0.1,172660,164790,186461,0.0,,,76,18,25,,,32,,,0,0,0,1.86,33,23,12,12,49,42,26,33,60,,,58,14,70,7,21
17176,ACE HOME HEALTH CARE,"7017 WALL TRIANA HIGHWAY, SUITE C",MADISON,AL,35757,44,37,21.8,7.0,7.1,3.0,0.5,3.7,0.3,204843,152568,173331,0.0,,,72,18,19,25,12,28,,0,0,0,,2.30,11,27,14,19,38,51,30,41,49,54,,49,16,68,11,19
17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,"1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320",TUSCALOOSA,AL,35406,3237,1623,19.3,7.3,6.6,1.9,0.9,2.4,0.3,10271818,9558598,11177132,0.0,522,143054,77,557,1066,1219,404,1321,292,0,,,,2.01,19,40,13,14,41,42,33,40,45,63,,50,15,67,13,13
17305,AMEDISYS HOME HEALTH OF ANNISTON,"171 TOWN CENTER DR, SUITE MPS-4",ANNISTON,AL,36205,4314,2362,18.7,7.6,5.2,2.9,0.8,1.8,0.4,13379962,11595448,14525030,0.1,474,128132,76,767,1595,1604,758,1904,435,,13,0,,2.10,20,36,12,10,51,40,39,34,47,59,,62,10,65,10,13
17307,GENTIVA HEALTH SERVICES,"5009 RIVER CHASE DRIVE, BLDG 100, SUITE C",PHENIX CITY,AL,36867,411,264,18.6,7.6,6.8,1.5,0.3,2.4,0.1,1105633,1106069,1324044,0.1,45,14208,75,83,181,193,71,182,76,0,,,,2.11,17,32,12,7,47,42,31,30,53,70,,63,15,59,8,16
17319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,AL,36109,1996,1213,17.4,5.8,5.8,2.5,0.9,2.4,0.1,5759615,5531399,6695351,0.0,296,83496,79,383,830,1022,191,933,270,,,0,,2.11,23,47,9,13,45,43,30,34,43,55,,52,15,66,13,16
17320,AMEDISYS HOME HEALTH OF SELMA,108 EXECUTIVE PARK LANE,SELMA,AL,36701,2699,1536,14.9,8.3,3.6,0.5,0.5,1.8,0.1,6320449,6158009,7694026,0.0,309,76275,76,557,979,864,672,644,885,0,,0,,2.17,14,34,11,11,53,42,28,19,56,56,,58,6,65,11,13
17323,MONROE CO HOSP PROGRESSIVE HOM,DR WOODROW EDDINS MED DR-P.O. 886,MONROEVILLE,AL,36461,991,300,20.4,10.4,2.1,0.4,0.0,7.5,0.0,2064644,1781345,2238150,0.6,28,7987,79,93,207,197,103,198,99,,0,,,1.81,21,36,6,12,44,32,28,17,50,56,,45,9,67,7,11
17324,ALACARE HOME HEALTH AND HOSPICE,824 HIGHWAY 231 SOUTH,TROY,AL,36081,4719,2613,17.6,8.5,4.3,0.9,0.3,3.6,0.2,11796172,10772605,13530544,0.1,440,119409,76,958,1655,1807,806,1789,798,,15,,,2.22,18,34,11,13,45,46,34,32,48,62,,57,16,58,7,14
17326,ALACARE HOME HEALTH & HOSPICE,"1690 BELTLINE ROAD, SUITE B",DECATUR,AL,35601,4508,2357,18.5,9.1,4.5,1.2,0.4,3.3,0.1,11965660,10805633,13334044,0.4,431,118694,75,921,1436,1684,673,2052,276,,12,,12,2.11,18,31,13,14,43,43,38,36,48,60,,53,15,63,8,10
17327,AMEDISYS HOME HEALTH OF WALKER,100 HIGHWAY 78 WEST,JASPER,AL,35501,535,342,17.4,7.6,5.6,1.9,0.5,1.5,0.4,1545310,1471037,1738418,0.0,56,17133,76,120,222,256,86,328,11,,0,0,,2.07,22,35,11,13,52,50,42,39,46,64,,58,16,60,15,10
17328,AMEDISYS HOME HEALTH OF BREWTON,2554 DOUGLAS AVENUE,BREWTON,AL,36426,735,358,17.2,7.6,3.9,2.4,0.6,2.6,0.1,2029028,1803493,2280337,0.4,78,19661,75,125,233,226,132,287,68,0,0,,,1.67,16,32,7,11,38,27,29,28,49,48,,56,15,68,9,6
17801,AUTAUGA COUNTY HOME CARE,219 NORTH COURT STREET,PRATTVILLE,AL,36067,63,28,12.1,5.1,2.0,0.0,0.0,6.0,0.0,138595,138031,166015,0.0,,,73,,,,,13,13,0,,0,,2.29,14,32,7,18,39,39,29,25,46,50,,43,14,43,7,18
17803,BARBOUR COUNTY HOME CARE,39 BROWDER STREET,CLAYTON,AL,36016,177,97,12.5,6.6,2.9,0.0,0.0,3.9,0.0,447136,371321,467746,0.0,21,3866,77,29,68,38,59,38,58,0,0,,,2.30,14,34,13,7,41,53,16,24,60,68,,46,5,51,7,12
17812,MARENGO COUNTY HOME CARE AGENCY,303 INDUSTRIAL DRIVE,LINDEN,AL,36748,172,78,9.4,5.5,0.8,0.0,0.0,4.7,0.0,334803,302271,380514,0.0,27,8061,76,27,51,30,48,30,48,0,0,0,0,1.74,13,28,9,12,46,36,27,21,54,51,,45,1,56,5,10
17816,COFFEE COUNTY HOME CARE,2841 NEAL METCALF ROAD,ENTERPRISE,AL,36330,140,85,12.4,7.2,2.9,0.0,0.0,2.5,0.1,361684,291458,368791,0.0,20,4762,76,33,52,45,40,64,19,0,0,,,1.79,20,25,15,15,34,33,40,28,41,53,,53,14,58,11,5
17817,NORTHWEST ALABAMA REGIONAL HOME CARE AGENCY,1000 SOUTH JACKSON HIGHWAY,SHEFFIELD,AL,35660,252,125,13.7,6.2,4.8,0.0,0.0,4.2,0.0,696548,601349,747586,0.0,26,6863,72,30,95,33,92,98,26,0,,0,,2.29,21,25,23,11,54,36,38,43,58,72,,53,11,67,7,11
17818,CONECUH COUNTY HOME CARE,102 WILD AVENUE,EVERGREEN,AL,36401,136,77,10.0,5.7,2.9,0.0,0.0,1.8,0.1,283780,304926,385377,0.0,,,73,24,53,18,59,39,38,0,0,0,0,1.86,10,27,4,8,44,27,39,25,51,47,,53,9,74,13,10
17824,DALLAS COUNTY HOME CARE,100 SAMUEL O. MOSLEY DR,SELMA,AL,36701,157,125,6.4,4.1,1.6,0.0,0.0,0.9,0.1,219661,275914,348898,0.0,43,11300,74,38,87,26,99,11,110,,0,0,,2.04,10,40,15,18,73,46,30,15,60,57,,,2,52,17,16
17825,DEKALB COUNTY HOME CARE,2401 CALVIN DRIVE SOUTHWEST,FORT PAYNE,AL,35967,403,183,12.0,5.7,2.8,0.0,0.0,4.9,0.3,971186,826321,1047974,0.0,19,4351,74,51,132,74,109,175,,0,0,0,,2.15,21,32,14,9,48,37,46,45,50,52,,53,12,58,12,8
17828,ETOWAH COUNTY HOME CARE,709 EAST BROAD STREET,GADSDEN,AL,35903,205,111,11.2,5.5,3.4,0.2,0.0,3.0,0.1,480898,468701,566904,0.0,17,4799,69,44,67,43,68,92,19,0,0,0,0,2.22,14,26,9,8,49,43,37,44,51,52,,54,10,47,14,16
17831,GENEVA COUNTY HOME CARE,300 COUNTY ROAD 41,HARTFORD,AL,36344,103,69,12.5,7.4,3.1,0.0,0.0,2.2,0.0,264349,222189,282554,0.0,,,75,21,48,19,50,53,15,0,,0,,1.74,22,41,13,10,43,57,35,33,59,58,,61,22,64,6,13
17835,HOUSTON COUNTY HOME CARE,1781 E COTTONWOOD ROAD,DOTHAN,AL,36302,177,95,13.5,7.6,2.7,0.0,0.0,3.8,0.1,483329,375033,473248,0.3,22,4678,72,26,69,17,78,48,47,0,0,0,0,2.12,19,33,24,13,48,44,28,27,59,67,,56,14,60,13,8
17836,JACKSON COUNTY HOME CARE,204 LIBERTY LANE,SCOTTSBORO,AL,35769,73,48,11.2,7.1,2.5,0.0,0.0,1.7,0.2,176218,154547,194762,0.0,22,5817,72,16,32,19,29,45,,0,0,0,,2.14,17,27,19,8,52,46,31,35,52,52,,65,6,58,13,15
17847,MARION COUNTY HOME CARE,"2448 MILITARY STREET, SOUTH",HAMILTON,AL,35570,308,160,12.7,5.8,4.4,0.0,0.0,3.6,0.0,777145,726837,921069,0.0,54,11924,74,45,115,79,81,154,,0,0,0,,1.77,13,29,8,7,41,29,38,49,46,58,,45,13,51,4,10
17848,MARSHALL COUNTY HOME CARE,150 JUDY SMITH DRIVE,GUNTERSVILLE,AL,35976,289,98,11.8,5.6,1.0,0.0,0.0,6.7,0.1,659613,582612,741097,0.0,46,10778,76,29,69,42,56,97,0,0,0,,,2.29,20,34,7,9,52,32,34,39,47,50,,52,10,65,10,18
17850,MONROE COUNTY HOME CARE,416 AGRICULTURE DRIVE,MONROEVILLE,AL,36460,151,99,11.2,5.9,4.3,0.0,0.0,1.2,0.1,353778,356340,451492,0.0,,,76,32,67,38,61,46,49,0,,,0,1.60,9,27,13,14,39,32,25,23,47,54,,51,5,63,3,10
17851,MONTGOMERY COUNTY HOME CARE,3060 MOBILE HIGHWAY,MONTGOMERY,AL,36108,47,22,10.5,5.3,2.0,0.0,0.0,4.5,0.0,98700,97476,118686,0.0,,,70,,,,,,19,0,0,0,,2.42,5,36,5,9,36,36,5,18,50,64,68,64,9,36,9,9
17855,PIKE COUNTY HOME CARE,900 SOUTH FRANKLIN DRIVE,TROY,AL,36081,57,36,13.4,6.5,3.1,0.0,0.0,4.3,0.1,146682,120304,155817,0.0,,,79,,,15,21,20,15,,0,0,,1.64,19,39,3,3,39,42,19,14,53,47,,39,14,42,6,8
17856,RANDOLPH COUNTY HOME CARE,320 MAIN STREET,ROANOKE,AL,36274,285,153,12.6,5.6,3.1,1.0,0.1,3.7,0.2,708827,635625,808136,0.0,26,5279,75,49,104,78,75,108,44,0,0,,,1.87,17,27,10,7,53,39,39,27,45,57,,69,10,65,5,10
17861,TALLADEGA COUNTY HOME CARE AGENCY,311 NORTH ELM AVENUE,SYLACAUGA,AL,35150,188,85,11.5,5.7,1.5,0.1,0.0,5.1,0.2,425078,375455,473198,0.0,25,6121,72,23,62,17,68,38,47,0,0,0,0,2.13,8,22,15,9,45,46,31,29,64,54,,55,5,52,2,15
17863,TUSCALOOSA COUNTY HOME CARE,2350 HARGROVE ROAD EAST,TUSCALOOSA,AL,35405,106,55,11.8,6.2,1.9,0.1,0.0,4.5,0.0,247443,242867,277822,0.0,14,3589,70,21,34,,,12,43,0,0,0,0,1.80,7,24,20,7,38,38,29,24,55,55,,29,2,55,9,18
17865,WASHINGTON COUNTY HOME CARE,14900 SAINT STEPHENS AVENUE,CHATOM,AL,36518,108,67,8.5,6.5,0.4,0.0,0.0,1.8,0.0,204451,216972,273495,0.0,14,3560,74,20,47,22,45,36,29,0,0,,,1.88,13,33,6,6,43,34,21,16,45,40,,45,1,39,1,9
17867,WINSTON COUNTY HOME CARE,110 LEGION ROAD,DOUBLE SPRINGS,AL,35553,221,111,12.1,5.8,3.2,0.0,0.0,4.2,0.0,529646,502510,626084,0.0,22,5375,75,32,79,41,70,106,,0,0,0,,2.01,23,32,16,9,59,35,51,34,53,61,,62,14,74,9,18
17872,LAMAR COUNTY HOME CARE,300 SPRINGFIELD ROAD,VERNON,AL,35592,149,96,11.6,6.5,3.7,0.0,0.0,1.6,0.2,368116,336531,424709,0.0,16,4860,74,23,73,33,63,73,23,0,0,0,0,2.35,23,24,24,9,50,48,41,36,54,48,,57,10,65,7,11
17873,MORGAN COUNTY HOME CARE AGENCY,"201 GORDON DRIVE SE, SUITE 107",DECATUR,AL,35601,109,43,12.6,6.4,3.6,0.0,0.0,3.7,0.1,279965,235046,301616,0.0,24,5008,73,,,15,28,30,13,0,0,0,0,2.72,21,26,19,21,63,47,47,35,51,44,,53,12,65,5,14
17874,LIMESTONE COUNTY HOME CARE,20371 CLYDE MABRY DRIVE,ATHENS,AL,35611,581,269,12.9,6.8,3.8,0.0,0.0,3.6,0.1,1577866,1439962,1631228,0.0,126,29043,77,77,192,152,117,242,24,0,,0,,2.03,19,32,9,11,41,38,30,38,46,57,,42,19,57,4,7
17875,CULLMAN COUNTY HOME CARE,601 LOGAN AVENUE SW,CULLMAN,AL,35055,81,43,11.5,5.8,1.8,0.0,0.0,5.0,0.2,184369,161780,205073,0.0,13,3109,71,17,26,14,29,42,,0,0,0,,2.24,14,28,12,7,53,33,44,42,56,42,72,44,5,60,12,9
17876,LAWRENCE COUNTY HOME CARE,"13299 ALABAMA HIGHWAY 157, P O BOX 308",MOULTON,AL,35650,411,151,11.8,5.8,2.5,0.0,0.0,4.7,0.2,973143,849768,1094537,0.0,81,16375,73,46,105,48,103,124,27,0,0,0,0,2.02,12,34,17,10,54,40,46,52,52,69,,54,11,61,17,11
27001,PROVIDENCE IN HOME SERVICES,"4001 DALE STREET, SUITE 101",ANCHORAGE,AK,99508,688,604,13.0,4.7,5.6,1.5,0.0,0.7,0.4,2598179,2387679,2090178,0.5,123,58660,74,217,387,404,200,483,33,39,,22,,1.79,20,21,14,12,31,40,21,30,37,51,,38,12,66,4,8
27002,HOSPICE & HOME CARE OF JUNEAU,419 SIXTH STREET,JUNEAU,AK,99801,102,77,19.5,10.5,3.4,1.0,0.1,3.8,0.6,333223,342927,272390,2.5,29,13032,76,33,44,55,22,52,,,0,20,0,1.98,17,23,14,14,40,35,26,19,32,32,69,40,21,34,5,6
27006,FAIRBANKS MEMORIAL HOSPITAL HHA,"1302 21ST AVENUE, FLOOR 2",FAIRBANKS,AK,99701,284,180,14.0,7.2,4.6,0.0,0.0,2.2,0.0,774326,794779,763640,0.0,61,23193,78,69,111,130,50,150,,,,16,,1.89,17,31,11,14,39,47,27,34,42,48,,46,14,55,5,7
27007,SITKA COMMUNITY HOSPITAL HHA,209 MOLLER AVENUE,SITKA,AK,99835,62,33,11.8,7.5,2.7,1.2,0.4,0.0,0.0,214128,200412,162338,0.0,12,5330,84,16,17,,,23,0,,0,,0,2.21,6,39,9,9,48,33,24,24,36,27,67,42,24,33,9,15
27008,MAT-SU REGIONAL HOME CARE,"950 E BOGARD, STE 132",WASILLA,AK,99654,386,264,18.7,6.9,6.8,1.2,0.3,3.3,0.3,1635959,1447196,1253058,1.1,45,18522,75,90,174,136,128,243,,,0,13,,2.04,17,34,12,13,32,44,35,41,41,52,,44,25,56,7,9
27009,PETERSBURG MEDICAL CENTER HOME,P.O. BOX 589,PETERSBURG,AK,99833,25,18,17.4,4.5,11.7,0.0,0.0,1.1,0.0,103134,114416,92702,0.0,,,85,,,,,16,0,0,,,0,1.88,11,22,17,22,50,39,28,44,22,33,39,33,17,33,6,0
27010,SOUTH PENINSULA HOSPITAL HHA,4300 BARTLETT STREET,HOMER,AK,99603,61,34,14.3,7.0,1.0,0.1,0.1,6.1,0.0,189277,178699,145767,0.0,14,7213,80,14,20,,,33,0,0,0,,,2.13,24,38,9,24,41,35,12,26,26,15,62,50,15,24,9,12
27014,PEACEHEALTH KETCHIKAN MEDICAL CENTER HOME HEALTH,126 WASHINGTON STREET,KETCHIKAN,AK,99901,184,95,17.7,9.0,4.0,2.2,0.4,2.5,0.0,1063067,667722,538143,0.8,22,9618,77,36,59,58,37,72,,,0,18,,2.16,20,28,11,18,35,41,40,38,40,44,74,46,19,48,14,9
